1420070400, 51.6,,0
1422748800, 59.0,,
1425168000, 49.2,,
1427846400, 63.0,,
1433116800, 53.6,,0
1435708800, 59.0,,
1438387200, 47.6,,
1441065600, 69.8,,
1443657600, 66.8,0,
1446336000, 175.2,,
1448928000, 55.2,,0
1451606400, 54.2,,
1454284800, 62.5,0,0
